Frequency Rank,Javanese,Indonesian,Part of Speech,IPA,Audio,example sentence 1,example sentence 2,Is Krama,note
1606,jèngkèl,jengkel,,,,,,,
1607,klincutan,malu-malu kucing,,,,,,,
1608,gondhelan,berpegang,Kata Kerja,,,,,,
1609,dhèdhèl,terlepas jahitannya,,,,,,,
1610,gimbal,rambut yang panjang tapi kotor dan lengket,,,,,,,
1611,amblas,"lenyap seketika, habis tak tersisa",Kata Sifat,,,,,,
1612,genuk,tempayan kecil,Kata Benda,,,,,,
1613,ninggali,meninggalkan,Kata Kerja,,,,,,
1614,jenaté,almarhum,,,,,,,
1615,buru,kejar,Kata Kerja,,,,,,
1616,undur,gerak ke belakang,Kata Kerja,,,,,,
1617,ginanjar,diberi hadiah/ganjaran,Kata Kerja,,,,,,
1618,mléngak,lengah/ menengok,,,,,,,
1619,criwis,"banyak omong, cerewet",Kata Sifat,,,,,,
1620,nawani,menawari,Kata Kerja,,,,,,
1621,cethak,langit-langit mulut,,,,,,,
1622,taplak,penutup meja,Kata Benda,,,,,,
1623,loji,rumah besar bertingkat,,,,,,,
1624,medhit,pelit,Kata Sifat,,,,,,
1625,piyik,anak burung,Kata Benda,,,,,,
1626,uman,kebagian,Kata Kerja,,,,,,
1627,ijem,hijau,Kata Sifat,,,,,,
1628,cédhal,cadel; tidak bisa mengucapkan bunyi tertentu dengan benar; tidak bisa menucapkan huruf 'R',,,,,,,
1629,ampil,pinjam,Kata Kerja,,,,,,
1630,jagang,"penopang, standar",Kata Benda,,,,,,
1631,ancik,menginjak,Kata Kerja,,,,,,
1632,magèl,kenyal,,,,,,,
1633,segawon,Anjing,,,,,,Krama,
1634,wiyak,membuka/menampakkan,Kata Kerja,,,,,,
1635,bungkil,ampas minyak kacang,Kata Benda,,,,,,
1636,adu-adu,mengadu domba,Kata Kerja,,,,,,
1637,unthuk,"busa, buih",Kata Benda,,,,,,
1638,ugel-ugel,pergelangan tangan,Kata Benda,,,,,,
1639,loloh,suap,,,,,,,
1640,lemut,nyamuk,,,,,,,
1641,jegur,terjun ke dalam air,Kata Kerja,,,,,,
1642,jenar,merah; kuning emas,Kata Sifat,,,,,,
1643,inthil,kotoran kambing,,,,,,,
1644,ontong,bunga pisang,,,,,,,
1645,gethuk,singkong rebus tumbuk; makanan dari ubi jalar,Kata Benda,,,,,,
1646,glugu,batang pohon kelapa,,,,,,,
1647,ila-ila,kepercayaan; pantangan,Kata Benda,,,,,,
1648,glundhung,menggelinding; terguling,Kata Kerja,,,,,,
1649,wilang,hitung,Kata Kerja,,,,,,
1650,cengkir,"buah kelapa yang masih sebesar kepalan, belum berdaging buah; kelapa sangat muda (urutan kelapa sesuai umur manggar (bunga)-bluluk-cengkir-degan-kelapa)",Kata Benda,,,,,,
1651,clurut,sejenis tikus kecil dengan bau tak sedap,Kata Benda,,,,,,
1652,lingsa,telur kutu kepala orang,,,,,,,
1653,uwang,rahang bawah,Kata Benda,,,,,,
1654,wedhar,"urai, bahas",Kata Kerja,,,,,,
1655,mlajar,(k) lari,,,,,,,
1656,napuk,"memukul mulut dengan telapak tangan, menampar",Kata Kerja,,,,,,
1657,cepeng,pegang,Kata Kerja,,,,,,
1658,wèt,hukum,,,,,,,
1659,warèng,keturunan ke-5,,,,,,,
1660,uwos,cuci,Kata Kerja,,,,,,
1661,wréda,tua,,,,,,,
1662,dadar,makanan/telor digoreng melebar tipis,Kata Benda,,,,,,
1663,bantat,"keras (untuk kue misalnya apem, yang kurang bagus memasaknya)",Kata Sifat,,,,,,
1664,cepak-cepak,siap-siap,Kata Kerja,,,,,,
1665,jlèntrèh,jelaskan,,,,,,,
1666,kemaki,belagu [laki-laki,,,,,,,
1667,gemang,tidak mau,Kata Kerja,,,,,,
1668,ngincer,mengincar,Kata Kerja,,,,,,
1669,mlorok,tidak berkedip,,,,,,,
1670,gempur,serang,,,,,,,
1671,bluluk,buah kelapa yang masih sebesar telur; kelapa yang mulai tumbuh menjadi cengkir,Kata Benda,,,,,,
1672,téplok,"lampu tempel, menempel (untuk sejenis larutan misalnya semen atau bedak)",,,,,,,
1673,glagepan,"tidak lancar berbicara, tidak bisa bernafas karena tenggelam dalam air",,,,,,,
1674,anggak,sombong,Kata Sifat,,,,,,
1675,nedhi,minta / meminta,Kata Kerja,,,,,Krama,
1676,gugu,percaya,Kata Kerja,,,,,,
1677,daya-daya,bersegera,Kata Keadaan,,,,,,
1678,klebon,kemasukan,,,,,,,
1679,nyiprat,memercik,,,,,,,
1680,lungset,"tidak rapi, berkerut (tentang pakaian)",Kata Sifat,,,,,,
1681,gawang-gawang,terbayang,Kata Kerja,,,,,,
1682,bendho,alat pemotong (sejenis celurit),Kata Benda,,,,,,
1683,cangklong,pipa,Kata Benda,,,,,,
1684,cempé,anak kambing,,,,,,,
1685,wisik,"bisikan, wahyu",Kata Benda,,,,,,
1686,badheg,bau busuk,Kata Sifat,,,,,,
1687,buthak,botak,Kata Sifat,,,,,,
1688,asmarandana,nama metrum macapat,Kata Benda,,,,,,
1689,anda,tangga,Kata Benda,,,,,,
1690,mèlih,lagi,,,,,,,
1691,antu,tunggu,Kata Kerja,,,,,,
1692,warangka,"kerangka, sarung keris",Kata Benda,,,,,,
1693,abar,menguap (zat cair),Kata Kerja,,,,,,
1694,ampo,nama jajanan terbuat dari tanah jenis tertentu,Kata Benda,,,,,,
1695,entup,sengat,Kata Benda,,,,,,
1696,anyang,tawar (harga,Kata Kerja,,,,,,
1697,cundrik,"keris kecil; sejenis pisau kecil, biasanya untuk senjata wanita jaman dulu",Kata Benda,,,,,,
1698,janggel,tongkol jagung,Kata Benda,,,,,,
1699,benjut,"memar, menjadi empuk karena tekanan/hantaman",Kata Sifat,,,,,,
1700,brongsong,membungkus buah-buahan di pohonnya supaya tidak diserang ulat,Kata Kerja,,,,,,
1701,bureng,tidak jelas terlihat,Kata Sifat,,,,,,
1702,dungkap,hampir,,,,,,,
1703,jangkung,"tinggi (untuk orang), kawal, dilindungi",,,,,,,
1704,énthong,sendok nasi,,,,,,,
1705,énggar,hibur,,,,,,,
1706,glathik,burung gelatik,Kata Benda,,,,,,
1707,mustaka,kepala,,,,,,,
1708,gapit,penjepit,,,,,,,
1709,gemuk,lemak; pelumas,Kata Benda,,,,,,
1710,gurah,nama tanaman,Kata Benda,,,,,,
1711,paidon,"hinaan, cercaan",Kata Benda,,,,,,
1712,ipat-ipat,sumpah,,,,,,,
1713,kekep,alat untuk memasak,,,,,,,
1714,slilit,kotoran dari sisa makanan yang nyangkut diantara gigi,,,,,,,
1715,luruh,"jatuh, rontok",Kata Sifat,,,,,,
1716,mènclok,hinggap,,,,,,,
1717,péthét,petik,,,,,,,
1718,pethit,ekor,Kata Benda,,,,,,
1719,undha,terbangkan (untuk layang-layang,Kata Kerja,,,,,,
1720,rengkuh,anggap,,,,,,,
1721,ciblon,"bermain air, variasi dalam menabuh gamelan Jawa",,,,,,,
1722,dhagelan,lawak,Kata Benda,,,,,,
1723,cemani,hitam,Kata Sifat,,,,,,
1724,muntap,marah,,,,,,,
1725,dhamel,pakai (kramanya nganggo),,,,,,,
1726,kampul-kampul,mengambang,,,,,,,
1727,dami,jerami nangka,Kata Benda,,,,,,
1728,éyup,terlindung dari sinar matahari atau hujan,,,,,,,
1729,dipaido,"dihina, dicerca",Kata Kerja,,,,,,
1730,maléh,berubah; lagi,,,,,,,
1731,camilan,makanan kecil,,,,,,,
1732,bebet,"jarik, kain (batik)",,,,,,,
1733,cekikik,tertawa tertahan,,,,,,,
1734,gaduk,mampu menggapai (sesuatu di tempat yang tinggi),,,,,,,
1735,babal,"putik buah nangka, buah nangka yang masih bayi",Kata Benda,,,,,,
1736,kroncalan,blingsatan,,,,,,,
1737,cotho,repot karena ditinggalkan; kehilangan andalan,Kata Sifat,,,,,,
1738,bléncong,"lampu minyak untuk penerangan dalam pagelaran wayang kulit; lampu obor dengan bahan bakar minyak goreng untuk penerangan pada pertunjukan wayang kulit, sebagai simbol matahari",,,,,,,
1739,ambung,cium,Kata Kerja,,,,,,
1740,bacem,peram; dimasak dengan bumbu tertentu; makan yang diasamkan,Kata Kerja,,,,,,
1741,cathet,catat,Kata Kerja,,,,,,
1742,bayèn,melahirkan,,,,,,,
1743,ngowoh,melongo,Kata Kerja,,,,,,
1744,pange,"dahannya, rantingnya",,,,,,,
1745,growah,tidak utuh (misalnya gerhana),,,,,,,
1746,bandan,tawanan,Kata Benda,,,,,,
1747,rekadaya,tipu muslihat,,,,,,,
1748,nglindur,mengigau waktu tidur,Kata Kerja,,,,,,
1749,gemes,gemas,Kata Kerja,,,,,,
1750,amping-amping,berlindung di balik sesuatu,Kata Kerja,,,,,,
1751,nglanggati,melayani,,,,,,,
1752,mlorot,turun,,,,,,,
1753,klisikan,tidak bisa tidur karena gelisah,,,,,,,
1754,blatèr,ramah; mudah bergaul,,,,,,,
1755,dandos,perbaiki,Kata Kerja,,,,,,
1756,tumplek,tumplak,,,,,,,
1757,bramantya,kemarahan,Kata Benda,,,,,,
1758,bapang,"parit, genangan air",Kata Benda,,,,,,
1759,wadal,tumbal,Kata Benda,,,,,,
1760,ampak-ampak,kepulan debu,Kata Benda,,,,,,
1761,adhang,menunggu di tempat yang akan dilewati,Kata Kerja,,,,,,
1762,gudir,agar-agar,Kata Benda,,,,,,
1763,akil,dewasa,Kata Sifat,,,,,,
1764,aling,halang,Kata Kerja,,,,,,
1765,anta,tawar,Kata Kerja,,,,,,
1766,anthuk,angguk,Kata Kerja,,,,,,
1767,wawas,"pikir, timbang",Kata Kerja,,,,,,
1768,awur,asal-asalan,Kata Kerja,,,,,,
1769,balak,kesialan,Kata Benda,,,,,,
1770,banon,batu bata,Kata Benda,,,,,,
1771,bathari,sebutan untuk dewi,Kata Sandang,,,,,,
1772,bendhel,ikatan,Kata Benda,,,,,,
1773,brèwok,"jambang, brewok",,,,,,,
1774,coro,kecoa,Kata Benda,,,,,,
1775,blandhong,penebang/pedagang kayu,,,,,,,
1776,blirik,bergaris-garis; berbintik kecil (misal panci dan ayam),Kata Sifat,,,,,,
1777,bubul,semacam bisul di telapak kaki,Kata Benda,,,,,,
1778,bujel,tumpul,Kata Sifat,,,,,,
1779,jaratan,kuburan,Kata Benda,,,,,,
1780,cethik,menyalakan (api,Kata Kerja,,,,,,
1781,bolot,daki,Kata Benda,,,,,,
1782,brongkos,nama masakan dengan bumbu utama kluwak,Kata Benda,,,,,,
1783,mleruk,cemberut,,,,,,,
1784,drèngès,bunga sirih,,,,,,,
1785,jamban,peturasan; kamar mandi; toilet,Kata Benda,,,,,,
1786,dhidhis,mencari kutu di kepala sendiri,Kata Kerja,,,,,,
1787,dhèmpèt,melekat/rapat,,,,,,,
1788,emplok,memasukkan ke mulut,Kata Kerja,,,,,,
1789,epang,dahan,Kata Benda,,,,,,
1790,galar,batang bambu; alas kasur,Kata Benda,,,,,,
1791,gambyong,nama tarian untuk menyambut tamu,Kata Benda,,,,,,
1792,gandarwa,hantu besar hitam,Kata Benda,,,,,,
1793,yaksa,raksasa,Kata Benda,,,,,,
1794,gandhen,palu /martil,Kata Benda,,,,,,
1795,ombyok,"ikatan besar (untuk sayuran, buah- buahan, dsb.",Kata Bilangan,,,,,,
1796,gembor,alat untuk menyiram tanaman,Kata Benda,,,,,,
1797,getak,hardik,Kata Kerja,,,,,,
1798,gugah,bangunkan,Kata Kerja,,,,,,
1799,gombak,surai kuda,Kata Benda,,,,,,
1800,clekit,perasaan sakit seperti dicubit atau digigit semut,Kata Benda,,,,,,
1801,kethak,jitak,,,,,,,
1802,cingkrang,sudah pendek (tentang pakaian),Kata Sifat,,,,,,
1803,kuncara,terkenal,,,,,,,
1804,untal,telan ; makan tanpa menguyah,Kata Kerja,,,,,,
1805,larung,hanyut,,,,,,,
1806,cungkup,atap makam; atap pelindung batu nisan,Kata Benda,,,,,,
1807,lodhong,toples,,,,,,,
1808,nyambel,membuat sambel,,,,,,,
1809,cecep,hisap,,,,,,,
1810,cukil,"congkel, cungkil",Kata Kerja,,,,,,
1811,cawis,"sedia, saji",Kata Kerja,,,,,,
1812,cemèt,"gepeng, pipih karena tertimpa/tertekan beban berat",,,,,,,
1813,ceplus,gigit (untuk cabai,Kata Kerja,,,,,,
1814,cerek,"tanda bunyi ""re"" pada aksara Jawa",Kata Benda,,,,,,
1815,cuthik,"tongkat penunjuk, potongan dahan",Kata Benda,,,,,,
1816,ogak,goyang (untuk gigi,Kata Sifat,,,,,,
1817,uceng,jenis ikan sungai,Kata Benda,,,,,,
1818,pajeng,laku,Kata Kerja,,,,,Krama,
1819,wentis,betis,Kata Benda,,,,,,
1820,sangit,bau agak gosong saat menanak nasi,,,,,,,
1821,cekot,ngilu,,,,,,,
1822,wajik,"kue yang terbuat dari beras ketan, gula merah, dan kelapa, kue wajik",Kata Sifat,,,,,,
1823,demèk,"pegang, sentuh",,,,,,,
1824,kandang,kandang / sarang / sangkar,Kata Benda,,,,,,
1825,ingon-ingon,hewan peliharaan,Kata Benda,,,,,,
1826,banci,nama salah satu alat tukang kayu,Kata Benda,,,,,,
1827,gropyok,ditangkap berramai-ramai,,,,,,,
1828,kodok,katak,,,,,,,
1829,burik,bopeng,Kata Sifat,,,,,,
1830,lusuh,tidak rapi,Kata Sifat,,,,,,
1831,gemblung,"tidak normal pikirannya, gila",Kata Sifat,,,,,,
1832,mbungahi,gembira berlebihan,,,,,,,
1833,misuh,mengumpat,,,,,,,
1834,idhep-idhep,sekalian; hitung-hitung,Kata Sambung,,,,,,
1835,nyucuk,mematuk,Kata Kerja,,,,,,
1836,bamban,permulaan pekerjaan,,,,,,,
1837,pelo,cedal,,,,,,,
1838,glangsaran,jatuh terkapar,Kata Keadaan,,,,,,
1839,cengèngèsan,sikap tidak serius dan melecehkan,,,,,,,
1840,rukuh,Mukena,,,,,,,
1841,sewengi,semalam,Kata Keadaan,,,,,,
1842,umik-umik,komat-kamit,Kata Kerja,,,,,,
1843,wandu,banci,Kata Sifat,,,,,,
1844,antawacana,"Penggambaran sinopsis cerita, adegan, tokoh pagelaran wayang yang disampaikan oleh dalang dengan cara dilagukan",Kata Benda,,,,,,
1845,umyek,sibuk sendiri,Kata Kerja,,,,,,
1846,cumplung,"tengkorak, kelapa muda yang rontok karena gagal tumbuh, berlubang",Kata Benda,,,,,,
1847,gapyuk,tidak sengaja bertemu berhadapan / memeluk dari belakang,Kata Keadaan,,,,,,
1848,bajul,buaya,Kata Benda,,,,,,
1849,baskom,"tempat air, wadah berbentuk mangkuk yang lebih kecil dari bak tetapi lebih besar dari mangkuk",,,,,,,
1850,cawik,cebok,Kata Kerja,,,,,,
1851,pesing,bau urine,Kata Sifat,,,,,,
1852,lèsehan,lesehan,,,,,,,
1853,blalak-blalak,membeliak; besar (untuk mata),Kata Sifat,,,,,,
1854,besmi,bakar,Kata Kerja,,,,,,
1855,ambèr,meluap (air),,,,,,,
1856,ambar,tersebar (untuk bau harum),Kata Kerja,,,,,,
1857,ambet,bau,Kata Benda,,,,,Krama,
1858,antop,bersendawa,Kata Kerja,,,,,,
1859,blondho,endapan yang dihasilkan dalam pembuatan minyak kelapa,Kata Benda,,,,,,
1860,orak-arik,masakan dari telur,Kata Benda,,,,,,
1861,awut,membuat berantakan,Kata Kerja,,,,,,
1862,babut,permadani,Kata Benda,,,,,,
1863,cangak,sejenis burung,,,,,,,
1864,bandayuda,berperang,Kata Kerja,,,,,,
1865,béka,meronta,,,,,,,
1866,bekasakan,hantu hutan,Kata Benda,,,,,,
1867,bentus,"tumbur, terantuk",,,,,,,
1868,bengkak,"ikatan, seikat",,,,,,,
1869,besèt,sayat,,,,,,,
1870,bintul,bentol kecil kemerahan pada kulit,,,,,,,
1871,bulak,daerah terbuka/padang,Kata Benda,,,,,,
1872,bundhel,ujungnya membulat,Kata Sifat,,,,,,
1873,bungur,nama tanaman,Kata Benda,,,,,,
1874,brindhil,habis jarena dicabuti,Kata Sifat,,,,,,
1875,rumat,pelihara,,,,,,,
1876,jambul,jambul; sisiran rambut dengan model yang di atas kening dinaikkan,Kata Benda,,,,,,
1877,jarang,air panas,Kata Benda,,,,,,
1878,jawil,senggol,Kata Kerja,,,,,,
1879,jengking,tungging,Kata Kerja,,,,,,
1880,dhongkol,mantan pejabat,Kata Benda,,,,,,
1881,eluk,tekuk,Kata Kerja,,,,,,
1882,enyang,tawar (harga,Kata Kerja,,,,,,
1883,gampèng,tebing,,,,,,,
1884,klilipen,mata kemasukan benda/kotoran mengakibatkan sakit/pedas,,,,,,,
1885,geseng,hitam,Kata Sifat,,,,,,
1886,glenik,bujuk,Kata Kerja,,,,,,
1887,ugung,belum,,,,,,,
1888,sepat,sejenis ikan,,,,,,,
1889,gringgingen,kesemutan,Kata Sifat,,,,,,
1890,himawan,gunung,Kata Benda,,,,,,
1891,klethak,gigit,,,,,,,
1892,resek,sampah,,,,,,,
1893,lamat,"isyarat, tidak terlalu jelas, sayup-sayup",,,,,,,
1894,limit,licin,,,,,,,
1895,untir,pelintir,Kata Kerja,,,,,,
1896,murus,"mencret, diare",,,,,,,
1897,rudatin,"sedih, susah",,,,,,,
1898,rampal,lepas dari tempatnya (gigi),,,,,,,
1899,cicil,angsur; cicil,Kata Kerja,,,,,,
1900,candhak,pegang,,,,,,,
1901,cathèk,gigit (anjing,,,,,,,
1902,nyemak,"menyimak, mengikuti, mencermati",,,,,,,
1903,cengkar,tidak subur (untuk tanah),,,,,,,
1904,curek,kotoran telinga,Kata Benda,,,,,,
1905,udi,ajar; pelajari,Kata Kerja,,,,,,
1906,ujub,laksanakan,Kata Kerja,,,,,,
1907,oyak,kejar / buru,,,,,,,
1908,slintru,penyekat ruangan yang bisa di pindah dan di lipat seperti pintu,,,,,,,
1909,sedhah,daun sirih,,,,,,Krama,
1910,tengu,tungau,Kata Benda,,,,,,
1911,clingus,"pemalu, tidak percaya diri",Kata Sifat,,,,,,
1912,cantheng,"radang di jari, umumnya di ibu jari kaki akibat tertusuk kuku",Kata Benda,,,,,,
1913,caraka,utusan,Kata Benda,,,,,,
1914,craki,pelit,Kata Sifat,,,,,,
1915,kendo,longgar/kurang kuat/rapat,,,,,,,
1916,dandan-dandan,memperbaiki bangunan (rumah dsb.),Kata Kerja,,,,,,
1917,pisuh,umpat,,,,,,,
1918,bengèk,asma,,,,,,,
1919,noto,raja,Kata Sifat,,,,,Krama,
1920,gojek,bercanda / bergurau,,,,,,,
1921,mingsek-mingsek,tersedu-sedu,,,,,,,
1922,awis-awis,jarang,Kata Sifat,,,,,,
1923,semrawut,kacau,,,,,,,
1924,tengik,bau tak sedap dari makanan yang telah kedaluarsa,Kata Sifat,,,,,,
1925,jethungan,petak umpet,Kata Kerja,,,,,,
1926,jempalik,terguling ke arah berlawanan,Kata Kerja,,,,,,
1927,ular-ular,petuah,Kata Benda,,,,,,
1928,capil,"topi petani, bentuknya bulat berujung runcing",Kata Benda,,,,,,
1929,murup,menyala,Kata Sifat,,,,,,
1930,semrinthil,ikut dengan senang hati/antusias,,,,,,,
1931,mruntus,berkeringat banyak / peluh bercucuran,,,,,,,
1932,candhet,cegah,,,,,,Krama,
1933,cemplon,"makanan bulat-lonjong, dari singkong diparut, digoreng",,,,,,,
1934,gobang,uang logam,Kata Benda,,,,,,
1935,dhingkluk,tunduk/menghadap ke bawah,Kata Kerja,,,,,,
1936,tebas,borong; potong,Kata Kerja,,,,,,
1937,agul-agul,andalan; jagoan,Kata Benda,,,,,,
1938,andheng-andheng,tahi lalat,Kata Benda,,,,,,
1939,antem,pukul/hantam,Kata Kerja,,,,,,
1940,anyir,amis,Kata Sifat,,,,,,
1941,anggas,rontok (pada daun),Kata Sifat,,,,,,
1942,awang,berhitung tanpa alat bantu,Kata Kerja,,,,,,
1943,bebayu,otot,Kata Benda,,,,,,
1944,cèkèr,kaki unggas; ceker,,,,,,,
1945,bangir,mancung,Kata Sifat,,,,,,
1946,barep,sulung,Kata Sifat,,,,,,
1947,bacut,"lanjut, masuk",Kata Kerja,,,,,,
1948,bèsèr,sebentar-sebentar kencing,,,,,,,
1949,bedhidhing,udara dingin di musim kemarau; sensasi merinding ketika berada di ketinggian,Kata Benda,,,,,,
1950,benthik,"bentur, bertengkar, berselisih",,,,,,,
1951,buthuk,membusuk (untuk ikan),Kata Sifat,,,,,,
1952,becus,mampu,Kata Sifat,,,,,,
1953,besaran,Idul Adha,Kata Benda,,,,,,
1954,binggel,gelang kaki,Kata Benda,,,,,,
1955,blèdru,salah pilih/tertukar karena mirip,,,,,,,
1956,pongge,biji durian,Kata Benda,,,,,,
1957,bujana,hidangan,Kata Benda,,,,,,
1958,budhug,penyakit kulit,,,,,,,
1959,bungkik,kerdil,Kata Sifat,,,,,,
1960,telukan,jajahan,Kata Benda,,,,,,
1961,dulit,colek,Kata Kerja,,,,,,
1962,dustha,curi,Kata Kerja,,,,,,
1963,jawat,"ganggu, godha (antara pria dan wanita)",Kata Kerja,,,,,,
1964,jabel,cabut kembali,Kata Kerja,,,,,,
1965,nyaplok,menelan,,,,,,,
1966,jambak,menarik rambut,Kata Kerja,,,,,,
1967,mbathi,memperoleh keuntungan (konotasi negatif),,,,,,,
1968,jegog,salak (anjing),Kata Kerja,,,,,,
1969,jelih,teriak,Kata Kerja,,,,,,
1970,jeram,jeruk,Kata Benda,,,,,,
1971,jojoh,"cucuk dengan benda tajam, tusuk",Kata Kerja,,,,,,
1972,dhompol,untaian dalam 1 tangkai (untuk buah,Kata Bilangan,,,,,,
1973,rungkat,pohon yang roboh dengan akarnya terangkat keluar dari tanah,,,,,,,
1974,gemblak,anak lelaki yang dijadikan kekasih seorang lelaki,Kata Benda,,,,,,
1975,glindhing,menggelinding; bergulir,Kata Kerja,,,,,,
1976,gutuk,"sesuai, impas",,,,,,,
1977,giles,gilas,,,,,,,
1978,glandhang,menarik dengan paksa,,,,,,,
1979,glondhang,"suara tong kosong, kosong",,,,,,,
1980,guyang,mandi (biasanya untuk ternak),,,,,,,
1981,grudug,pergi/datang dalam jumlah besar; datang berramai-ramai,Kata Kerja,,,,,,
1982,gondhong,bengkak pada leher,Kata Benda,,,,,,
1983,gombong,"nama sebuah kota di Jawa Tengah, besar tapi kurang berisi",,,,,,,
1984,gothot,berotot,Kata Sifat,,,,,,
1985,gowang,"berlubang pada tepi (gigi, pisau",Kata Sifat,,,,,,
1986,grèsèk,mencari di antara sisa-sisa,,,,,,,
1987,ijir,berhitung,Kata Kerja,,,,,,
1988,isep,hisap,Kata Kerja,,,,,,
1989,buyuten,bagian tubuhnya bergerak-gerak tidak terkendali karena ketuaan,Kata Sifat,,,,,,
1990,kampleng,pukul / tEmpeleng,,,,,,,
1991,rucuh,kelapa muda yang dikerok di campur airnya dan ditambah gula Jawa,,,,,,,
1992,tungka,"bersamaan, menyusul",,,,,,,
1993,cakot,gigit,Kata Kerja,,,,,,
1994,ciprat,percik,,,,,,,
1995,cocot,mulut (kasar),Kata Benda,,,,,,
1996,cupar,pelit,Kata Sifat,,,,,,
1997,klébat,sekilas,,,,,,,
1998,klilip,kelilipan,,,,,,,
1999,kloyongan,pergi tak tentu arah,,,,,,,
2000,kura,kura-kura,Kata Benda,,,,,,
2001,ompol,air kencing yang dikeluarkan dalam tidur,Kata Benda,,,,,,
2002,untab,temani saat-saat keberangkatan,Kata Kerja,,,,,,
2003,cikrak,serokan sampah dari anyaman bambu,Kata Benda,,,,,,
2004,mlémbang,berpindah dari saru pohon ke pohon yang lain tanpa turun dari pohon,,,,,,,
2005,paido,"hina, cerca",,,,,,,
2006,mangkrak,terbengkalai,Kata Sifat,,,,,,
2007,mrutu,serangga kecil yang beterbangan saat senja,,,,,,,
2008,wiru,melipat bagian tepi kain jarik menjadi lipatan-lipatan kecil memanjang bersusun,Kata Kerja,,,,,,
2009,nyambat,minta bantuan,,,,,,,
2010,tembelek,tai ayam,Kata Benda,,,,,,
2011,tingkep,upacara enam bulan umur kehamilan,Kata Benda,,,,,,
2012,cangkol,"gantung, kait",,,,,,,
2013,ceket,menempel dengan kuat,,,,,,,
2014,cindhil,anak tikus,Kata Benda,,,,,,
2015,culik,mengambil sebagian nasi yang sedang dimasak,Kata Kerja,,,,,,
2016,comot,mengambil secara acak,Kata Kerja,,,,,,
2017,unting,ikat segepok,Kata Kerja,,,,,,
2018,oceh,cakap,Kata Kerja,,,,,,
2019,ruwat,sebuah ritual tradisional untuk membuang sial,,,,,,,
2020,uwan,uban,Kata Benda,,,,,,
2021,uger-uger,kusen,Kata Benda,,,,,,
2022,walesan,gagang pancing,Kata Benda,,,,,,
2023,pencit,mangga muda,Kata Benda,,,,,,
2024,rosan,"tebu, bambu",,,,,,Krama,
2025,sumet,"menyalakan, menyulut",,,,,,,
2026,tumimbal,pengulangan,,,,,,,
2027,cambah,tauge,Kata Benda,,,,,,
2028,celup,memasukkan ke dalam cairan,,,,,,,
2029,warok,"orang berilmu (daerah Madiun, Ponorogo, Tenggalek dan sekitarnya)",Kata Benda,,,,,,
2030,wibi,ibu,Kata Keadaan,,,,,,
2031,widadara,bidadari laki-laki,Kata Benda,,,,,,
2032,julungwangi,nama wuku dalam penanggalan jawa,Kata Benda,,,,,,
2033,gandhes,luwes,Kata Sifat,,,,,,
2034,endas,kepala binatang,Kata Benda,,,,,,
2035,dhalem,rumah,,,,,,,
2036,hastha,delapan,Kata Bilangan,,,,,,
2037,angsul-angsul,pengembalian,Kata Kerja,,,,,Krama,
2038,gringsing,jenis kain/tenunan,Kata Benda,,,,,,
2039,ngobati,mengobati,Kata Kerja,,,,,,
2040,undur-undur,nama serangga,Kata Benda,,,,,,
2041,doso,sepuluh,Kata Sifat,,,,,Krama,
2042,tumben,tidak seperti biasanya (lihat kadingaren),,,,,,,
2043,bejat,rusak,Kata Sifat,,,,,,
2044,juju,suap langsung ke dalam paruh,Kata Kerja,,,,,,
2045,iberé,terbang,,,,,,,
2046,umplung,kaleng,Kata Benda,,,,,,
2047,jorjoran,bersaing biasanya tidak sehat dan cenderung mengarah ke arah pamer,Kata Sifat,,,,,,
2048,dhondhong,nama buah,Kata Benda,,,,,,
2049,beta,bawa,Kata Kerja,,,,,Krama,
2050,bubut,cabut,Kata Kerja,,,,,,
2051,germo,mucikari,Kata Benda,,,,,,
2052,asuh,rawat,Kata Kerja,,,,,,
2053,cangkruk,duduk-duduk sambil ngrumpi,,,,,,,
2054,clomètan,"berteriak tak beraturan/bersahutan, ngomong sembarangan",,,,,,,
2055,bungkem,"diam; tidak mau mengatakan apa-apa, membisu",Kata Kerja,,,,,,
2056,songo,sembilan,Kata Bilangan,,,,,,
2057,nyuguhi,"menjamu, menyuguhkan",,,,,,,
2058,bronggalan,bongkahan,,,,,,,
2059,gandrik,kata seru mirip 'astaga',,,,,,,
2060,regudug,bergerak bersamaan,,,,,,,
2061,gelak,percepat,Kata Kerja,,,,,,
2062,gero-gero,menangis melolong-lolong,Kata Kerja,,,,,,
2063,ambus,endus,Kata Kerja,,,,,,
2064,ampek,"sulit bernafas, sesak (untuk dada), bengek",Kata Keadaan,,,,,,
2065,ampung,tumpang,Kata Kerja,,,,,,
2066,andhang,"tangga kayu berkaki empat, perancah",Kata Benda,,,,,,
2067,badhèk,air tapai,,,,,,,
2068,berak,genbira,,,,,,,
2069,bèrèng,luka di sudut bibir,,,,,,,
2070,bindheng,sengau,,,,,,,
2071,blasuk,keblasuk; tersesat,,,,,,,
2072,blesek,membenamkan ke dalam tumpukan,Kata Kerja,,,,,,
2073,burek,legap,Kata Sifat,,,,,,
2074,borok,"luka lama; penyakit kulit di kepala, borok",Kata Benda,,,,,,
2075,bothok,nama sejenis masakan sayur,,,,,,,
2076,brangkang,merangkak,Kata Kerja,,,,,,
2077,brengkal,membalik timbunan,,,,,,,
2078,damu,tiup,Kata Kerja,,,,,,
